"date","instances"
"2023-09-03","14"
"2023-10-26","14"
"2023-01-25","14"
"2023-09-04","14"
"2023-08-21","14"
"2023-04-09","14"
"2023-10-29","14"
"2023-04-30","14"
"2023-10-25","14"
"2023-03-04","14"
"2023-08-24","14"
"2023-02-09","14"
"2023-11-05","14"
"2023-06-15","14"
"2023-02-28","14"
"2023-03-27","14"
"2023-04-06","14"
"2023-06-11","14"
"2023-03-18","14"
"2023-07-06","14"
"2023-12-03","14"
"2023-06-18","14"
"2023-02-10","14"
"2023-06-06","14"
"2023-11-04","14"
"2023-05-18","14"
"2023-01-06","14"
"2023-06-29","13"
"2023-02-17","13"
"2023-06-04","13"
"2023-06-21","13"
"2023-08-03","13"
"2023-07-24","13"
"2023-04-07","13"
"2023-11-26","13"
"2023-11-21","13"
"2023-03-30","13"
"2023-07-08","13"
"2023-08-07","13"
"2023-01-24","13"
"2023-09-22","13"
"2023-05-12","13"
"2023-05-23","13"
"2023-09-20","13"
"2023-05-17","13"
"2023-03-25","13"
"2023-07-30","13"
"2023-05-24","13"
"2023-10-16","13"
"2023-03-13","13"
"2023-08-17","13"
"2023-11-01","13"
"2023-10-18","13"
"2023-01-05","13"
"2023-01-19","13"
"2023-02-19","13"
"2023-03-14","13"
"2023-10-10","13"
"2023-06-02","13"
"2023-06-23","13"
"2023-09-07","13"
"2023-01-31","13"
"2023-09-09","12"
"2023-05-29","12"
"2023-06-26","12"
"2023-03-22","12"
"2023-12-01","12"
"2023-03-17","12"
"2023-06-09","12"
"2023-04-02","12"
"2023-11-29","12"
"2023-07-19","12"
"2023-08-28","12"
"2023-06-24","12"
"2023-11-03","12"
"2023-02-23","12"
"2023-09-02","12"
"2023-11-09","12"
"2023-12-26","12"
"2023-11-02","12"
"2023-08-01","12"
"2023-09-26","12"
"2023-07-21","12"
"2023-02-03","12"
"2023-04-26","12"
"2023-06-20","12"
"2023-02-13","12"
"2023-11-24","12"
"2023-03-11","12"
"2023-01-21","12"
"2023-03-15","12"
"2023-05-06","12"
"2023-02-27","12"
"2023-12-15","12"
"2023-09-27","12"
"2023-01-29","12"
"2023-10-13","12"
"2023-08-29","12"
"2023-05-16","12"
"2023-09-30","12"
"2023-04-23","12"
"2023-01-14","12"
"2023-01-18","12"
"2023-11-08","11"
"2023-12-14","11"
"2023-04-12","11"
"2023-01-30","11"
"2023-04-14","11"
"2023-10-05","11"
"2023-04-11","11"
"2023-07-20","11"
"2023-02-07","11"
"2023-12-22","11"
"2023-08-02","11"
"2023-05-10","11"
"2023-10-24","11"
"2023-03-20","11"
"2023-01-28","11"
"2023-09-13","11"
"2023-08-14","11"
"2023-01-12","11"
"2023-08-18","11"
"2023-07-09","11"
"2023-07-29","11"
"2023-11-20","11"
"2023-11-27","11"
"2023-06-14","11"
"2023-12-25","11"
"2023-07-01","11"
"2023-06-12","11"
"2023-04-04","11"
"2023-04-29","11"
"2023-09-11","11"
"2023-07-03","11"
"2023-08-15","11"
"2023-08-22","11"
"2023-03-28","11"
"2023-01-10","11"
"2023-04-24","11"
"2023-01-04","11"
"2023-04-15","11"
"2023-01-23","11"
"2023-03-07","11"
"2023-01-11","11"
"2023-10-07","10"
"2023-10-06","10"
"2023-10-08","10"
"2023-06-25","10"
"2023-05-04","10"
"2023-04-05","10"
"2023-04-20","10"
"2023-05-02","10"
"2023-11-18","10"
"2023-08-20","10"
"2023-08-06","10"
"2023-08-12","10"
"2023-07-28","10"
"2023-10-12","10"
"2023-02-15","10"
"2023-11-16","10"
"2023-06-22","10"
"2023-12-27","10"
"2023-07-23","10"
"2023-08-25","10"
"2023-11-17","10"
"2023-03-16","10"
"2023-01-09","10"
"2023-08-13","10"
"2023-08-23","10"
"2023-07-15","10"
"2023-10-03","10"
"2023-09-18","10"
"2023-03-23","10"
"2023-06-27","10"
"2023-06-07","10"
"2023-04-18","9"
"2023-06-13","9"
"2023-01-02","9"
"2023-03-26","9"
"2023-12-04","9"
"2023-07-07","9"
"2023-12-18","9"
"2023-04-27","9"
"2023-04-08","9"
"2023-10-20","9"
"2023-03-01","9"
"2023-03-08","9"
"2023-10-17","9"
"2023-07-18","9"
"2023-12-21","9"
"2023-05-27","9"
"2023-01-07","9"
"2023-11-12","9"
"2023-08-16","9"
"2023-10-04","9"
"2023-02-16","9"
"2023-08-26","9"
"2023-01-16","8"
"2023-09-21","8"
"2023-12-12","8"
"2023-07-14","8"
"2023-11-06","8"
"2023-05-26","8"
"2023-12-05","8"
"2023-11-11","8"
"2023-10-30","8"
"2023-09-17","8"
"2023-09-06","8"
"2023-09-25","8"
"2023-04-22","8"
"2023-12-28","8"
"2023-05-30","8"
"2023-02-24","8"
"2023-12-23","8"
"2023-11-13","8"
"2023-09-16","8"
"2023-05-13","7"
"2023-09-01","7"
"2023-12-29","7"
"2023-07-31","7"
"2023-03-02","7"
"2023-08-04","7"
"2023-10-14","7"
"2023-05-15","7"
"2023-06-19","7"
"2023-04-21","7"
"2023-11-19","7"
"2023-03-29","7"
"2023-02-04","7"
"2023-01-17","7"
"2023-09-29","7"
"2023-02-18","7"
"2023-04-28","7"
"2023-07-26","7"
"2023-06-01","7"
"2023-03-06","6"
"2023-02-25","6"
"2023-02-21","6"
"2023-02-01","6"
"2023-09-14","6"
"2023-09-28","6"
"2023-05-05","6"
"2023-06-03","6"
"2023-12-11","6"
"2023-05-07","5"
"2023-09-05","5"
"2023-11-25","4"
